Frequency [Hz],Input,FIR out,IIR out
1.142500000000000000e+02,1.782244255807967903e+01,1.577601930109700490e+01,1.750689051551550435e+01
1.145000000000000000e+02,2.228239088332217221e+01,2.158132962569567326e+01,2.197361278330671652e+01
1.147500000000000000e+02,2.125347405894347119e+01,2.158033469547410022e+01,2.095387589031023623e+01
1.150000000000000000e+02,1.711696267257205761e+01,1.767695095060170729e+01,1.681691510361067543e+01
1.152500000000000000e+02,2.423880926282534887e+01,2.444658742161875864e+01,2.393104965849512666e+01
1.155000000000000000e+02,2.506682269296146615e+01,2.468328587034972799e+01,2.475148756936702199e+01
1.157500000000000000e+02,1.585795848374928596e+01,1.327105311906180773e+01,1.551880384079245800e+01
1.160000000000000000e+02,1.677043671131406555e+01,1.494437977151238783e+01,1.643518749080200081e+01
1.162500000000000000e+02,-1.976257925523692505e+00,8.686942419582271313e+00,-2.338551887084209024e+00
1.165000000000000000e+02,2.032126770689794171e+01,2.010035677840640389e+01,1.999535945809392601e+01
1.167500000000000000e+02,1.222780080835668137e+01,1.062751594039256453e+01,1.188660085201209249e+01
1.170000000000000000e+02,9.347533690236621950e+00,1.005336434463582229e+01,9.031365423268718828e+00
1.172500000000000000e+02,9.541964172562792612e+00,1.014457793676591457e+01,9.210075828023796873e+00
1.175000000000000000e+02,1.980848955738889927e+01,1.935662585363754218e+01,1.946823745187200316e+01
1.177500000000000000e+02,2.495937814355862727e+01,2.499945704960357418e+01,2.461978546846030014e+01
1.180000000000000000e+02,1.765338919172468479e+01,1.868663078060297877e+01,1.732767767823690264e+01
1.182500000000000000e+02,1.748918570454187105e+01,1.758848011810870560e+01,1.714433622139635105e+01
1.185000000000000000e+02,1.563516933851786916e+01,1.558613454747364102e+01,1.528747532529609821e+01
1.187500000000000000e+02,1.084306961654937851e+01,1.126449211205622802e+01,1.050069513460780612e+01
1.190000000000000000e+02,2.238463023328126056e+01,2.274299480150517994e+01,2.203081613298804342e+01
1.192500000000000000e+02,2.204872335408322925e+01,2.212042745711229585e+01,2.169438746163009313e+01
1.195000000000000000e+02,5.203332836791219052e+00,3.862597614234578813e+00,4.796073058591577620e+00
1.197500000000000000e+02,5.091753319254131327e+01,5.089359949659769455e+01,5.055021288381671241e+01
1.200000000000000000e+02,5.689392147485044404e+01,5.687517144475484088e+01,5.652656001522102258e+01
1.202500000000000000e+02,5.097900663048442027e+01,5.099069456593937133e+01,5.061186667868955169e+01
1.205000000000000000e+02,1.770262731884573171e+01,1.746539790888552446e+01,1.732963323232639041e+01
1.207500000000000000e+02,1.256242523246723586e+01,1.323533696648846814e+01,1.218741927140139936e+01
1.210000000000000000e+02,1.867900923482599751e+01,1.890473055738714692e+01,1.829350266738590491e+01
1.212500000000000000e+02,2.034239177103356155e+01,2.039027597217923571e+01,1.996356182872692031e+01
1.215000000000000000e+02,1.429006641017479318e+01,1.419958763421687209e+01,1.390057372519355283e+01
1.217500000000000000e+02,1.024460386336327566e+01,1.042759946947949423e+01,9.862501892435309614e+00
1.220000000000000000e+02,1.595029792463008533e+01,1.652419906023328622e+01,1.555916609912937787e+01
1.222500000000000000e+02,2.289235713045843568e+01,2.281610826065951869e+01,2.249419864736985275e+01
1.225000000000000000e+02,1.881579663517942080e+01,1.901630489433464177e+01,1.842045374381390488e+01
1.227500000000000000e+02,1.345155769839590576e+01,1.199953730172289568e+01,1.303363261351494629e+01
1.230000000000000000e+02,2.158221960463981759e+01,2.227267264240414590e+01,2.117992144712813030e+01
1.232500000000000000e+02,1.659765167597109681e+01,1.718969984741113421e+01,1.619500812226809217e+01
1.235000000000000000e+02,7.027645898043316741e+00,5.122445156027572111e+00,6.590704695852683592e+00
1.237500000000000000e+02,1.525518130180283549e+01,1.635532029438585866e+01,1.484632049056335568e+01
1.240000000000000000e+02,6.209412111058690620e+00,1.112976779406849914e+01,5.857674407699007268e+00
1.242500000000000000e+02,2.158155956743133785e+01,2.172910587702382657e+01,2.115724055996320274e+01
1.245000000000000000e+02,1.898522025175774530e+01,2.091949723997846888e+01,1.857935896860442782e+01
1.247500000000000000e+02,2.053405019144168620e+01,2.151098176231619163e+01,2.010969694724711587e+01
1.250000000000000000e+02,1.732040625009780754e+01,1.868410685516997916e+01,1.690376229924893536e+01
1.252500000000000000e+02,1.825373732299541274e+01,1.748214663519063450e+01,1.780572704961597452e+01
1.255000000000000000e+02,1.886572922671232533e+01,1.833441485475880839e+01,1.841817148809756688e+01
1.257500000000000000e+02,1.864115928159951352e+01,1.809356172734560531e+01,1.818945556196554492e+01
1.260000000000000000e+02,2.050216958187378680e+01,2.085143859267146382e+01,2.005479482437242922e+01
1.262500000000000000e+02,1.383166360223042801e+01,9.117470894836136708e+00,1.334200638270445261e+01
1.265000000000000000e+02,2.035101870046811712e+01,1.964548079207670028e+01,1.988433556844513461e+01
1.267500000000000000e+02,1.780574692543621751e+01,1.837036421272419773e+01,1.735244765128128464e+01
1.270000000000000000e+02,6.346474081465144579e+00,6.849732769480998407e+00,5.881153740133879815e+00
1.272500000000000000e+02,1.478158601834520525e+01,1.465078082973150941e+01,1.430840672218635490e+01
1.275000000000000000e+02,2.035423984649508711e+01,2.147268288253091129e+01,1.989004986409343445e+01
1.277500000000000000e+02,1.974994712988125301e+01,1.856009468018508812e+01,1.926435442299049683e+01
1.280000000000000000e+02,2.340559308616163747e+01,2.317629924657179075e+01,2.291817545292812497e+01
1.282500000000000000e+02,2.312607418824825345e+01,2.265619315738182138e+01,2.263806706860117401e+01
1.285000000000000000e+02,1.683233343678195126e+01,1.693226904592194870e+01,1.634488939227219362e+01
1.287500000000000000e+02,1.672128280980431114e+01,1.762825687402973074e+01,1.623650546507989034e+01
1.290000000000000000e+02,-6.413784729590496170e+00,4.382025993077194315e+00,-7.313865294801681571e+00
1.292500000000000000e+02,1.840760612079039760e+01,1.871620444164469887e+01,1.790731002373857450e+01
1.295000000000000000e+02,1.460239767597551719e+01,1.208404773616964967e+01,1.407818362128127454e+01
1.297500000000000000e+02,1.573350874866857296e+01,1.611509218530663645e+01,1.522606272231772806e+01
1.300000000000000000e+02,1.361423320673717541e+01,1.363619966822863461e+01,1.310428282174300563e+01
1.302500000000000000e+02,1.859861294572795742e+01,1.781913492924732623e+01,1.806900705235452520e+01
1.305000000000000000e+02,2.396015528818539408e+01,2.410997192226087904e+01,2.343871318135402149e+01
1.307500000000000000e+02,2.182323893500668888e+01,2.265369593180576047e+01,2.130624335143115999e+01
1.310000000000000000e+02,1.734314942158174588e+01,1.746038030877440050e+01,1.681643203750257598e+01
1.312500000000000000e+02,1.150497853268136872e+01,1.251147619246290432e+01,1.097961412088853628e+01
1.315000000000000000e+02,1.203147062982710302e+01,1.081481392514588791e+01,1.148180328562824037e+01
1.317500000000000000e+02,-3.838776375467611301e-01,3.121154721109329788e+00,-9.053907488972798845e-01
1.320000000000000000e+02,1.527237042848537385e+01,1.454207058941440778e+01,1.471084595215516799e+01
1.322500000000000000e+02,2.173732550793120666e+01,2.077764285876916972e+01,2.117367217960882186e+01
1.325000000000000000e+02,2.258669197726110767e+01,2.148111582427532440e+01,2.201982608923828266e+01
1.327500000000000000e+02,2.244433134537874608e+01,2.143347472491377204e+01,2.187148685498111433e+01
1.330000000000000000e+02,2.432257238950926137e+01,2.395658871365043296e+01,2.375353901983708482e+01
1.332500000000000000e+02,2.200522055363052942e+01,2.287121099289476689e+01,2.144421534474019708e+01
1.335000000000000000e+02,1.350531257499717697e+01,1.719932215034691225e+01,1.297317516224726575e+01
1.337500000000000000e+02,1.993708188210457166e+01,2.057971667070509270e+01,1.936458887059108491e+01
1.340000000000000000e+02,1.599551787051268548e+01,1.499432035994388102e+01,1.540426955205649584e+01
1.342500000000000000e+02,2.199392024749709407e+01,2.212388021731025844e+01,2.140301688287647153e+01
1.345000000000000000e+02,2.575957399486086175e+01,2.574256035704999590e+01,2.516562669187467094e+01
1.347500000000000000e+02,1.884964895196633350e+01,1.713924770268074127e+01,1.823774415653172909e+01
1.350000000000000000e+02,1.937113511499035923e+01,1.809447011716734366e+01,1.875256090998488645e+01
1.352500000000000000e+02,1.696943381894483238e+01,1.609471272154782540e+01,1.635289493939735905e+01
1.355000000000000000e+02,2.031639876044938120e+01,1.975319871221584123e+01,1.969131928218131833e+01
1.357500000000000000e+02,2.492811732095853472e+01,2.459021363267134319e+01,2.430824485322937178e+01
1.360000000000000000e+02,2.357253103411983020e+01,2.219034780640667748e+01,2.293670690820038160e+01
1.362500000000000000e+02,2.426533660884457788e+01,2.310332836879115348e+01,2.362656892221491134e+01
1.365000000000000000e+02,2.245949136744310692e+01,2.153148977467347436e+01,2.181998701164370402e+01
1.367500000000000000e+02,1.720189707008670155e+01,1.680607624307553394e+01,1.656356430615718978e+01
1.370000000000000000e+02,3.207169378493829992e+00,7.492218028828347087e+00,2.607932784856334507e+00
1.372500000000000000e+02,1.948644411412286814e+01,2.002485419582963289e+01,1.884255042211490760e+01
1.375000000000000000e+02,2.247376634949998930e+01,2.252825533352539367e+01,2.182300902334704773e+01
1.377500000000000000e+02,1.835104973356693847e+01,1.745749807789839636e+01,1.768721211929354098e+01
1.380000000000000000e+02,7.242362065367343504e+00,1.762525148347040327e+00,6.525088310233712718e+00
1.382500000000000000e+02,2.138371984964456018e+01,2.064135778247918296e+01,2.070700526713298828e+01
1.385000000000000000e+02,2.403911311657365246e+01,2.397137733572174767e+01,2.336664338161983778e+01
1.387500000000000000e+02,1.870389252139468894e+01,1.774916729000091919e+01,1.802076496546253992e+01
1.390000000000000000e+02,1.620546511470271867e+01,1.672680991349643165e+01,1.552676992873302808e+01
1.392500000000000000e+02,1.394062744003495347e+01,1.408083365896251316e+01,1.325586397686829621e+01
1.395000000000000000e+02,1.838177634491844969e+01,1.825225828776919812e+01,1.767973058765644012e+01
1.397500000000000000e+02,2.363475075679474458e+01,2.429567481930010686e+01,2.294404784424352073e+01
1.400000000000000000e+02,2.025985027180752951e+01,1.961517122981635453e+01,1.955250642212120482e+01
1.402500000000000000e+02,2.298178395537250651e+01,2.247550472110468789e+01,2.226351693449551661e+01
1.405000000000000000e+02,2.421207858202407337e+01,2.444115160552710364e+01,2.350194557067140266e+01
1.407500000000000000e+02,1.060095831849985260e+01,1.465548593930770593e+01,9.932698071613613067e+00
1.410000000000000000e+02,1.794315066226415922e+01,1.914934791700050809e+01,1.723365631970011336e+01
1.412500000000000000e+02,1.773620657516682542e+01,1.710703263892037285e+01,1.699928493702316601e+01
1.415000000000000000e+02,1.893402455746847579e+01,1.771823411238452906e+01,1.818269030721320689e+01
1.417500000000000000e+02,1.622909293574969070e+01,1.675619671672205158e+01,1.549687236421657133e+01
1.420000000000000000e+02,1.459142972896643364e+01,1.516318454643171876e+01,1.384368399505148162e+01
1.422500000000000000e+02,1.497860840676639604e+01,1.697965499389006894e+01,1.425187045021128185e+01
1.425000000000000000e+02,1.336761007173193150e+01,1.547900023408885062e+01,1.263235592762777415e+01
1.427500000000000000e+02,1.525010745113333499e+01,1.650494379975795667e+01,1.449957953104004105e+01
1.430000000000000000e+02,1.696641978898394143e+01,1.668867129128666349e+01,1.619659144108796767e+01
1.432500000000000000e+02,1.715093822392291756e+01,1.801417037721818915e+01,1.638397958945035526e+01
1.435000000000000000e+02,1.804003715353405113e+01,1.900913382002705632e+01,1.727036366063503792e+01
1.437500000000000000e+02,1.890080377690406621e+01,1.971307311731812462e+01,1.812400135622673147e+01
1.440000000000000000e+02,1.294906068891654094e+01,1.626722339735803402e+01,1.219933855766037745e+01
1.442500000000000000e+02,2.031246158899342902e+01,2.062960807605950109e+01,1.951585183272034030e+01
1.445000000000000000e+02,1.391967286436092799e+01,1.302303775945541808e+01,1.311280016847390328e+01
1.447500000000000000e+02,8.376201785005770617e+00,6.610812176222212955e+00,7.550752546110416574e+00
1.450000000000000000e+02,1.685423557135296591e+01,1.663008065684558190e+01,1.603420551952739004e+01
1.452500000000000000e+02,1.702549147196011603e+01,1.396497268526932345e+01,1.617465370915255818e+01
1.455000000000000000e+02,2.121838121312556424e+01,2.005167830558406550e+01,2.037750011956220320e+01
1.457500000000000000e+02,1.802718930982299028e+01,1.377954852053782275e+01,1.715549917930166757e+01
1.460000000000000000e+02,2.261687329862649065e+01,2.189780064132420989e+01,2.177103736478833795e+01
1.462500000000000000e+02,2.080428267357375205e+01,1.982194167479244840e+01,1.995014294566811586e+01
1.465000000000000000e+02,1.971477594859811688e+01,1.982454585907507294e+01,1.886548399951762889e+01
1.467500000000000000e+02,5.676038198329832696e+00,5.147428961034417938e+00,4.735955263484453504e+00
1.470000000000000000e+02,1.976245660359127854e+01,1.932842051690377616e+01,1.889401590658050267e+01
1.472500000000000000e+02,1.539986938228849134e+01,1.536223293799093526e+01,1.453429960833399903e+01
1.475000000000000000e+02,1.672217126614727789e+01,1.703805958597508052e+01,1.584476735472322062e+01
1.477500000000000000e+02,2.144616359576062692e+01,2.180314865188731233e+01,2.056735629670057719e+01
1.480000000000000000e+02,1.672212663260171084e+01,1.702785986806605933e+01,1.584017801526831803e+01
1.482500000000000000e+02,8.787787447445191802e+00,8.538623286152184022e+00,7.876164477825694732e+00
1.485000000000000000e+02,1.345890648499194242e+01,1.042862022553935297e+01,1.253079220800701066e+01
1.487500000000000000e+02,2.320650310875892686e+01,2.304568233192209448e+01,2.229323489460453089e+01
1.490000000000000000e+02,2.240536034734279269e+01,2.162989042156119979e+01,2.148611873309002362e+01
1.492500000000000000e+02,1.777124267626180654e+01,1.651992451792447270e+01,1.683623379143628540e+01
1.495000000000000000e+02,1.872479335111004417e+01,1.866555983252020212e+01,1.779930293119314655e+01
1.497500000000000000e+02,1.783886902359595794e+01,1.869879293845836088e+01,1.691358994716199859e+01
1.500000000000000000e+02,1.705193227888707241e+01,1.807375456779929834e+01,1.612392452090166728e+01
1.502500000000000000e+02,1.307135394524418182e+01,1.348108156059539198e+01,1.213234134524376451e+01
1.505000000000000000e+02,6.800016012175044366e+00,5.580188007524378158e+00,5.834343554345233329e+00
1.507500000000000000e+02,1.350459480100314913e+01,1.367817937843074105e+01,1.253266997850848874e+01
1.510000000000000000e+02,1.737354523127591222e+01,1.711992318136207203e+01,1.640620852290388498e+01
1.512500000000000000e+02,1.231272448421264443e+01,1.397486509743414729e+01,1.134519556508133853e+01
1.515000000000000000e+02,1.961398949987355778e+01,1.807086830485040352e+01,1.861769690763694030e+01
1.517500000000000000e+02,1.657937126489685653e+01,1.536260795297053150e+01,1.558249487845010961e+01
1.520000000000000000e+02,1.869878817864173826e+01,1.817675915473586201e+01,1.768562378984666594e+01
1.522500000000000000e+02,2.176444806801807275e+01,2.139394897431050424e+01,2.076201162793396549e+01
1.525000000000000000e+02,9.525220159560070954e+00,7.525465836766297656e+00,8.508218772103750993e+00
1.527500000000000000e+02,1.380244630302358111e+01,1.502783496053472767e+01,1.278720503286167265e+01
1.530000000000000000e+02,1.884127655590111061e+01,1.792777012836564410e+01,1.781359045708617472e+01
1.532500000000000000e+02,1.829384882813075563e+01,1.905834412782512999e+01,1.727241381330022918e+01
1.535000000000000000e+02,1.962739587043508394e+01,2.064976021018971863e+01,1.860261362147226549e+01
1.537500000000000000e+02,2.071901026246952426e+01,1.993469289255523336e+01,1.966996015746479998e+01
1.540000000000000000e+02,1.861350838437630628e+01,1.974587902942497664e+01,1.757750235824013174e+01
1.542500000000000000e+02,2.182953417305904509e+01,2.181164787050352061e+01,2.077080653789787590e+01
1.545000000000000000e+02,2.382470140737721209e+01,2.332873393893430958e+01,2.275585461077394456e+01
1.547500000000000000e+02,2.086610825108860112e+01,2.114316618771422895e+01,1.980091791377223487e+01
1.550000000000000000e+02,9.203670199112014672e+00,4.590996439817510932e+00,8.089795594507959819e+00
1.552500000000000000e+02,1.771959813743655943e+01,1.726825828016058040e+01,1.662760686508337571e+01
1.555000000000000000e+02,1.899503289361206626e+01,1.831196077525178367e+01,1.789536715041303339e+01
1.557500000000000000e+02,1.871007775794621253e+01,1.869258008082228883e+01,1.761067728213734185e+01
1.560000000000000000e+02,1.670289823334838175e+01,1.712616583433113604e+01,1.560029088146679754e+01
1.562500000000000000e+02,-5.862099295766322271e+00,-4.012700480821881577e+00,-7.130815439016982893e+00
1.565000000000000000e+02,4.622044364506351144e+00,7.301848413696486517e+00,3.541757854820022366e+00
1.567500000000000000e+02,1.739376265805250199e+01,1.691048486023745667e+01,1.625284298912037428e+01
1.570000000000000000e+02,2.132184868220004503e+01,2.148054740732796120e+01,2.018626285679109600e+01
1.572500000000000000e+02,1.445774887694541633e+01,1.774867800856037192e+01,1.335030066382057612e+01
1.575000000000000000e+02,2.155421195424409220e+01,2.095848650290276893e+01,2.039553117639645308e+01
1.577500000000000000e+02,2.064967353147835283e+01,1.922371547157471028e+01,1.947396535935543227e+01
1.580000000000000000e+02,1.701584252090815497e+01,1.851675175380062299e+01,1.587032283061997262e+01
1.582500000000000000e+02,1.506158314187236158e+01,1.620802206256581712e+01,1.389599973963903423e+01
1.585000000000000000e+02,1.651311829262045094e+01,1.624895217495740596e+01,1.532939177595095259e+01
1.587500000000000000e+02,1.401466489354413802e+01,1.502394096988510697e+01,1.283507479680293883e+01
1.590000000000000000e+02,5.210819833441073357e+00,7.816302496057917715e+00,4.043326841773987823e+00
1.592500000000000000e+02,1.030684448606980297e+01,1.188013823413255743e+01,9.106097438060684723e+00
1.595000000000000000e+02,6.040227375811330290e+00,2.734437458873226756e+00,4.801731047218569692e+00
1.597500000000000000e+02,1.014331671219116160e+01,1.156999613151390349e+01,8.934369477484112920e+00
1.600000000000000000e+02,1.465880637303454570e+01,1.373643723828002372e+01,1.341854463176014534e+01
1.602500000000000000e+02,2.099464318978424870e+01,2.087442284635304901e+01,1.975127413582567115e+01
1.605000000000000000e+02,2.389942012199052357e+01,2.385701960326587567e+01,2.265277137514108574e+01
1.607500000000000000e+02,2.649783923351094117e+01,2.633126221616057805e+01,2.523994706334013927e+01
1.610000000000000000e+02,2.628678759289630662e+01,2.631370922600423512e+01,2.502585573751925452e+01
1.612500000000000000e+02,8.743745668693108541e+00,9.440740398484887663e+00,7.466367366712435505e+00
1.615000000000000000e+02,1.891402392234643060e+01,2.066775719601697858e+01,1.765187812018834990e+01
1.617500000000000000e+02,2.526660390885405150e+01,2.562453433446431461e+01,2.398113738343012002e+01
1.620000000000000000e+02,2.196119305489850859e+01,2.271258082498106035e+01,2.067944283760826707e+01
1.622500000000000000e+02,1.805850946986609529e+01,1.895758302012519891e+01,1.676166877195133509e+01
1.625000000000000000e+02,1.815310252081472342e+01,1.861816255395649122e+01,1.684859237225470352e+01
1.627500000000000000e+02,1.812134477111472108e+01,1.826595892553073952e+01,1.680091958862382029e+01
1.630000000000000000e+02,1.960212541716050794e+01,1.961953678524135469e+01,1.827323499673961038e+01
1.632500000000000000e+02,1.494370857558377885e+01,1.696298254095639990e+01,1.363118781482345554e+01
1.635000000000000000e+02,2.189858337113036413e+01,2.161148777556780587e+01,2.054728280439157473e+01
1.637500000000000000e+02,2.231972785467917930e+01,2.170065088979746548e+01,2.096042599372576731e+01
1.640000000000000000e+02,1.820460166913140299e+01,1.755841974652054915e+01,1.683773236113866290e+01
1.642500000000000000e+02,1.536101041160221925e+01,1.626779910632770410e+01,1.399926893077876144e+01
1.645000000000000000e+02,1.527838500900990226e+01,1.409434631709739527e+01,1.388655181958341345e+01
1.647500000000000000e+02,1.559266753421397311e+01,1.499317988421080017e+01,1.419660942576576268e+01
1.650000000000000000e+02,6.769070592025049571e+00,8.519367357233587512e+00,5.396878876669648051e+00
1.652500000000000000e+02,-8.122243061409387010e+00,-8.068375523080796086e+00,-9.649632580272275106e+00
1.655000000000000000e+02,2.980993522209184121e+00,3.991700209702528035e+00,1.569239463481407082e+00
1.657500000000000000e+02,1.460823258179410011e+01,1.485686505959455950e+01,1.317317544948355135e+01
1.660000000000000000e+02,1.558348642928536876e+01,1.608517413152142694e+01,1.416278074739959081e+01
1.662500000000000000e+02,1.809084228821699725e+01,1.830343298070993185e+01,1.664303224169674422e+01
1.665000000000000000e+02,2.308229552337277468e+01,2.274599773088554855e+01,2.162826477130118974e+01
1.667500000000000000e+02,2.252844958098268435e+01,2.274763049744547061e+01,2.107248800198386363e+01
1.670000000000000000e+02,2.032154704326256578e+01,2.135371076932496592e+01,1.886553300996865090e+01
1.672500000000000000e+02,2.214754642068087520e+01,2.263765598953620639e+01,2.067375508747643664e+01
1.675000000000000000e+02,2.157904561523947251e+01,2.194415627682405301e+01,2.009902550132708043e+01
1.677500000000000000e+02,1.409334564833103087e+01,1.724249533981272720e+01,1.262512852236659100e+01
1.680000000000000000e+02,2.052151124193408194e+01,2.180314829371595664e+01,1.903099794060507577e+01
1.682500000000000000e+02,1.204419938908514709e+01,1.570084402590187977e+01,1.058299817319960745e+01
1.685000000000000000e+02,1.888002206648086201e+01,1.867150877046808688e+01,1.735448613573238674e+01
1.687500000000000000e+02,1.736962968316694855e+01,1.858773382790801421e+01,1.585247802227541669e+01
1.690000000000000000e+02,2.576759597721307671e+01,2.585560061418795996e+01,2.422043614609039608e+01
1.692500000000000000e+02,2.743143749951526189e+01,2.678955967659911508e+01,2.587530755282178063e+01
1.695000000000000000e+02,2.134476192142816586e+01,2.195182260820381259e+01,1.979651532153827986e+01
1.697500000000000000e+02,1.007450579003089786e+01,1.092098697547550579e+01,8.516624371379196035e+00
1.700000000000000000e+02,1.702418199418377043e+01,1.741260819850408481e+01,1.543546495692191911e+01
1.702500000000000000e+02,2.065712822543798666e+01,1.992039723761379122e+01,1.906267774278385829e+01
1.705000000000000000e+02,2.055396291879896253e+01,1.944957633168968059e+01,1.894034317016206970e+01
1.707500000000000000e+02,2.031509912003900098e+01,1.896211554958772183e+01,1.869535453079389953e+01
1.710000000000000000e+02,1.688989219590870050e+01,1.602436497927048009e+01,1.526391172737958257e+01
1.712500000000000000e+02,9.789194247097137591e+00,4.923332162241732313e+00,8.108956070041346109e+00
1.715000000000000000e+02,1.853318772658025892e+01,1.870126424392046260e+01,1.689711133645302255e+01
1.717500000000000000e+02,1.532188950288243490e+01,1.309956380129265341e+01,1.365501898665360159e+01
1.720000000000000000e+02,1.506919165230999269e+01,1.451355456278604095e+01,1.340873971892849426e+01
1.722500000000000000e+02,1.284745055813194092e+01,1.087255087710598467e+01,1.114662216335826450e+01
1.725000000000000000e+02,2.070082748267455486e+01,1.996110068959931994e+01,1.901490619719805153e+01
1.727500000000000000e+02,1.846240075960451676e+01,1.853212128423862382e+01,1.678150200636436296e+01
1.730000000000000000e+02,1.682454981162133834e+01,1.803244700718888183e+01,1.512259771284601584e+01
1.732500000000000000e+02,2.414107665540575454e+01,2.516115344738394555e+01,2.244457819769106521e+01
1.735000000000000000e+02,2.122008686421217050e+01,2.131971207708398452e+01,1.951033955177155121e+01
1.737500000000000000e+02,9.500427961673029165e-01,-7.023293743708920900e+00,-8.506339880818183374e-01
1.740000000000000000e+02,1.679940611101416792e+01,1.588880921974077332e+01,1.504685737360196462e+01
1.742500000000000000e+02,1.413714843335088567e+01,1.658540691804691747e+01,1.242484100049022544e+01
1.745000000000000000e+02,2.081014560591107809e+01,2.145928874213428728e+01,1.905361932174921691e+01
1.747500000000000000e+02,2.091333983551183451e+01,2.053555079333269617e+01,1.914698739632724056e+01
1.750000000000000000e+02,9.609778212762618566e+00,1.085849561124685003e+01,7.854717636043067941e+00
1.752500000000000000e+02,1.544101419132144670e+01,1.540647744914299189e+01,1.364656719068646851e+01
1.755000000000000000e+02,1.749493194520473693e+01,1.776881253709271036e+01,1.570107861219999990e+01
1.757500000000000000e+02,7.663985155405738325e+00,7.773314895249692213e+00,5.868366169753965522e+00
1.760000000000000000e+02,6.452725352115323609e+00,5.381545923905800777e+00,4.616516604861813811e+00
1.762500000000000000e+02,1.243449656825518801e+01,1.132172119416897438e+01,1.057335410062377257e+01
1.765000000000000000e+02,2.324527712329135198e+01,2.260725346613522291e+01,2.139422519706049997e+01
1.767500000000000000e+02,2.210361331541355057e+01,2.027418916108893399e+01,2.023793273351671473e+01
1.770000000000000000e+02,2.183665262130414675e+01,2.107167477903750097e+01,1.996793637539199295e+01
1.772500000000000000e+02,1.834134800763362350e+01,1.879576641419287597e+01,1.647929817876836367e+01
1.775000000000000000e+02,1.040320697149170570e+01,8.408818929388583996e+00,8.505300154109825428e+00
1.777500000000000000e+02,1.284329408055183031e+01,1.143507431067776636e+01,1.092940574118420116e+01
1.780000000000000000e+02,1.539968145232060692e+01,1.492879304367017390e+01,1.349197038636556201e+01
1.782500000000000000e+02,1.217967683792089595e+01,1.431350953475704912e+01,1.026507648049550703e+01
1.785000000000000000e+02,1.928602043122171494e+01,1.933563719498507893e+01,1.736291976967478945e+01
1.787500000000000000e+02,8.997853357503519334e+00,1.256165949754562483e+01,7.074950922907840223e+00
1.790000000000000000e+02,2.158690693946013894e+01,2.158851202801918845e+01,1.963826882237075111e+01
1.792500000000000000e+02,2.023075371294429203e+01,2.014379454707375317e+01,1.827485282456268578e+01
1.795000000000000000e+02,1.071615775450713670e+01,5.135732557564861800e+00,8.698036836319511522e+00
1.797500000000000000e+02,1.854976225058314299e+01,1.784416754280806927e+01,1.656017384731516628e+01
1.800000000000000000e+02,1.423155961995485441e+01,1.594168329749036772e+01,1.226778760282852154e+01
1.802500000000000000e+02,8.337007760623210473e+00,1.109468439887303859e+01,6.372519008359061488e+00
1.805000000000000000e+02,1.146558750658350689e+01,1.299817363658923242e+01,9.462350313097351417e+00
1.807500000000000000e+02,1.315983469892167790e+01,1.523551340218671513e+01,1.114819052213819361e+01
1.810000000000000000e+02,1.852458508076516353e+01,1.768476480872912759e+01,1.648152276719888221e+01
1.812500000000000000e+02,8.416646588696037767e+00,8.727409942403484555e-01,6.317358292479698711e+00
1.815000000000000000e+02,1.832016973243107216e+01,1.833334433984778045e+01,1.625874858712347404e+01
1.817500000000000000e+02,1.869171894586234828e+01,1.828031959985477783e+01,1.661965479710535476e+01
1.820000000000000000e+02,1.732886594270072678e+01,1.740710319779775261e+01,1.524798519519376327e+01
1.822500000000000000e+02,4.775759228858062144e+00,1.079559780424191473e+01,2.757140664393556762e+00
1.825000000000000000e+02,1.486683107187639052e+01,1.663967332590266324e+01,1.278253711792909897e+01
1.827500000000000000e+02,1.424911514682613500e+01,1.692107015044564022e+01,1.214872627713956810e+01
1.830000000000000000e+02,2.302124255141069398e+01,2.306719687222610204e+01,2.089306724192737619e+01
1.832500000000000000e+02,2.053694834690043791e+01,2.013064309715628752e+01,1.839831840985958777e+01
1.835000000000000000e+02,2.151425524431858349e+01,2.141967642341778699e+01,1.935797105247301175e+01
1.837500000000000000e+02,2.399662877248227133e+01,2.356228697777871162e+01,2.182927724823089477e+01
1.840000000000000000e+02,1.479639406480096753e+01,1.693291941204631357e+01,1.266404611096949751e+01
1.842500000000000000e+02,1.447172945788905274e+01,1.479352006100943484e+01,1.229034088759981103e+01
1.845000000000000000e+02,7.875347658690543540e+00,6.413119880842113041e+00,5.628260793850032861e+00
1.847500000000000000e+02,1.804316546151742173e+01,1.851973166264269821e+01,1.583705646003975431e+01
1.850000000000000000e+02,1.321129397515643689e+01,9.750660765231284444e+00,1.096361410831283756e+01
1.852500000000000000e+02,1.849198250889271122e+01,1.853605022994862495e+01,1.625694339853188808e+01
1.855000000000000000e+02,2.212928463491752851e+01,2.188760728436023584e+01,1.987916582931591236e+01
1.857500000000000000e+02,2.248840389584339761e+01,2.210795546879389306e+01,2.022853909032303577e+01
1.860000000000000000e+02,1.471958440418769243e+01,1.396166547042259154e+01,1.245322435930936678e+01
1.862500000000000000e+02,1.713856121492365148e+01,1.672085075498687345e+01,1.484308151915979934e+01
1.865000000000000000e+02,2.602371561170241065e+01,2.580693611093293427e+01,2.372322072866862896e+01
